Date,Active Energy,Flights Climbed,Step Count,Walking + Running Distance
2022-03-14,,1.0,5655.0,4.1567
2022-03-15,,3.0,4272.0,3.07525
2022-03-16,,1.0,5477.0,3.80632
2022-03-17,,,3232.0,2.31488
2022-03-18,,5.0,5196.0,3.59498
2022-03-19,,8.0,4373.0,3.02995
2022-03-20,,6.0,3817.0,2.51132
2022-03-21,,7.0,8157.0,5.3063
2022-03-22,,5.0,5774.0,3.88594
2022-03-23,,6.0,5713.0,3.65318
2022-03-24,,11.0,8609.0,6.00039
2022-03-25,,13.0,3810.0,2.52297
2022-03-26,,,1788.0,1.21721
2022-03-27,,,1235.0,0.8398300000000001
2022-03-28,,4.0,6048.0,3.8081899999999997
2022-03-29,,10.0,2811.0,1.85409
2022-03-30,,13.0,6485.0,4.3057300000000005
2022-03-31,,11.0,4684.0,3.16461
2022-04-01,,5.0,5534.0,3.63672
2022-04-02,,9.0,6836.0,4.39254
2022-04-03,,2.0,5346.0,3.6581099999999998
2022-04-04,,3.0,6162.0,4.02671
2022-04-05,,12.0,4232.0,2.7934
2022-04-06,,11.0,3604.0,2.49243
2022-04-07,,5.0,6386.0,4.02004
2022-04-08,,8.0,6578.0,4.43063
2022-04-09,,7.0,6107.0,4.155797
2022-04-10,,5.0,6500.0,4.19575
2022-04-11,,5.0,5674.0,3.83557
2022-04-12,,9.0,5486.0,3.84801
2022-04-13,,8.0,5766.0,3.9003200000000002
2022-04-14,,9.0,3045.0,2.00495
2022-04-15,,7.0,7475.0,5.02995
2022-04-16,,,1608.0,1.11459
2022-04-17,,,2685.0,1.89675
2022-04-18,,,1914.0,1.3017
2022-04-19,,,4897.0,3.3834999999999997
2022-04-20,,,2011.0,1.39144
2022-04-21,,2.0,4800.0,3.14094
2022-04-22,,8.0,6745.0,4.51867
2022-04-23,,1.0,3733.0,2.50114
2022-04-24,,1.0,4949.0,3.32749
2022-04-25,,,4285.0,2.84736
2022-04-26,,,4023.0,2.79088
2022-04-27,,,2546.0,1.66894
2022-04-28,,1.0,4249.0,2.74293
2022-04-29,,,3889.0,2.64426
2022-04-30,,4.0,7436.0,5.12169
2022-05-01,,3.0,3871.0,2.6122400000000003
2022-05-02,,20.0,6168.0,3.86204
2022-05-03,,,2924.0,1.92153
2022-05-04,,,3765.0,2.53138
2022-05-05,,2.0,5171.0,3.586193
2022-05-06,,,7723.0,5.17179
2022-05-07,,10.0,11520.0,7.5768585
2022-05-08,,5.0,7490.0,4.98016
2022-05-09,,4.0,6532.0,4.2860499999999995
2022-05-10,,7.0,11050.0,7.24347
2022-05-11,,1.0,7128.0,4.81785
2022-05-12,,1.0,5412.0,3.54653
2022-05-13,,4.0,5298.0,3.72871
2022-05-14,,,4063.0,2.86945
2022-05-15,,2.0,3356.0,2.19975
2022-05-16,,11.0,2502.0,1.74167
2022-05-17,,11.0,4107.0,2.66777
2022-05-18,,5.0,4408.0,3.07462
2022-05-19,,7.0,4395.0,2.79802
2022-05-20,,13.0,8600.0,5.53692
2022-05-21,,8.0,2766.0,1.90041
2022-05-22,,8.0,7154.0,5.07257
2022-05-23,,4.0,3723.0,2.57338
2022-05-24,,8.0,5526.0,3.46303
2022-05-25,,7.0,4641.0,3.21074
2022-05-26,,13.0,4048.0,2.57035
2022-05-27,,12.0,3658.0,2.36916
2022-05-28,,6.0,7166.0,4.79544
2022-05-29,,8.0,2618.0,1.80261
2022-05-30,,4.0,5392.0,3.51762
2022-05-31,,6.0,5486.0,3.5092499999999998
2022-06-01,,11.0,4408.0,2.90676
2022-06-02,,7.0,3898.0,2.60938
2022-06-03,,6.0,6048.0,3.94843
2022-06-04,,11.0,3352.0,2.23475
2022-06-05,,5.0,7329.0,4.73887
2022-06-06,,4.0,5761.0,3.8075200000000002
2022-06-07,,5.0,3672.0,2.56996
2022-06-08,,7.0,5547.0,3.59381
2022-06-09,,3.0,3246.0,2.04717
2022-06-10,,6.0,9578.0,6.34372
2022-06-11,,5.0,6687.0,4.30473
2022-06-12,,7.0,10676.0,7.25209
2022-06-13,,2.0,8418.0,5.40901
2022-06-14,,9.0,2164.0,1.4155900000000001
2022-06-15,,3.0,6005.0,3.84076
2022-06-16,,9.0,3862.0,2.53768
2022-06-17,,12.0,4037.0,2.63355
2022-06-19,,5.0,1753.0,1.16964
2022-06-20,,10.0,9400.0,6.3259799999999995
2022-06-21,,4.0,11271.0,7.3616431
2022-06-22,,8.0,13281.0,9.09757
2022-06-23,,13.0,7279.0,4.736999
2022-06-24,,5.0,16483.0,10.77368
2022-06-25,,4.0,8434.0,5.56641
2022-06-26,,5.0,7485.0,4.95196
2022-06-27,,6.0,7397.0,4.697513
2022-06-28,,10.0,9203.0,6.24604
2022-06-29,,26.0,6444.0,4.03594
2022-06-30,,21.0,5630.0,3.6787
2022-07-01,,14.0,5787.0,3.61496
2022-07-02,,45.0,10596.0,6.72848
2022-07-03,,15.0,7351.0,5.0457600000000005
2022-07-04,,2.0,6868.0,4.44661
2022-07-05,,1.0,6091.0,4.0570200000000005
2022-07-06,,3.0,12242.0,8.12468
2022-07-07,,3.0,11275.0,7.1466746
2022-07-08,,8.0,6854.0,4.46199
2022-07-09,,13.0,11349.0,7.36002
2022-07-10,,9.0,10046.0,6.829326
2022-07-11,,9.0,8536.0,5.45045
2022-07-12,,5.0,10748.0,7.44322
2022-07-13,,4.0,8754.0,5.77598
2022-07-14,,7.0,8954.0,6.2228
2022-07-15,,5.0,2720.0,1.75498
2022-07-16,,10.0,10949.0,7.05143
2022-07-17,,8.0,3653.0,2.24537
2022-07-18,,9.0,6986.0,4.65077
2022-07-19,,8.0,5002.0,3.263734
2022-07-20,,33.0,6556.0,4.25277
2022-07-21,,6.0,1633.0,1.05231
2022-07-22,,12.0,2464.0,1.6134
2022-07-23,,7.0,2372.0,1.5696700000000001
2022-07-24,,6.0,2276.0,1.49652
2022-07-25,,8.0,4642.0,3.282453
2022-07-26,,11.0,2495.0,1.60747
2022-07-27,,8.0,2664.0,1.76775
2022-07-28,,14.0,4456.0,2.8671699999999998
2022-07-29,,18.0,2874.0,1.9135
2022-07-30,,16.0,5268.0,3.41849
2022-07-31,,,5644.0,3.86944
2022-08-01,,,4456.0,3.05016
2022-08-02,,,2840.0,1.96787
2022-08-03,,,5143.0,3.35057
2022-08-04,,1.0,2149.0,1.4095900000000001
2022-08-05,,,5938.0,4.12741
2022-08-06,,1.0,5761.0,3.94036
2022-08-07,,1.0,4930.0,3.32036
2022-08-08,,12.0,6201.0,3.98293
2022-08-09,,7.0,7703.0,5.39277
2022-08-10,,2.0,3882.0,2.66659
2022-08-11,,11.0,3602.0,2.33638
2022-08-12,,8.0,2709.0,1.785368
2022-08-13,,7.0,5133.0,3.28723
2022-08-14,,12.0,4282.0,2.80246
2022-08-15,,12.0,4802.0,3.2611
2022-08-16,,9.0,2075.0,1.41792
2022-08-17,,9.0,6581.0,4.19362
2022-08-18,,9.0,8465.0,5.66962
2022-08-19,,7.0,4430.0,2.86794
2022-08-20,,4.0,860.0,0.58334
2022-08-21,,8.0,3586.0,2.39939
2022-08-22,,12.0,5027.0,3.22486
2022-08-23,,5.0,2691.0,1.67153
2022-08-24,,7.0,4117.0,2.68777
2022-08-25,,5.0,5602.0,3.5711
2022-08-26,,9.0,2734.0,1.7816800000000002
2022-08-27,,4.0,8951.0,6.15045
2022-08-28,,16.0,13070.0,8.42333
2022-08-29,,6.0,6312.0,3.99446
2022-08-30,,7.0,3420.0,2.2442
2022-08-31,,8.0,7162.0,4.7596300000000005
2022-09-01,,8.0,6019.0,4.04748
2022-09-02,,6.0,4489.0,2.94272
2022-09-03,,16.0,6107.0,4.079428
2022-09-04,,3.0,6815.0,4.287033
2022-09-05,,15.0,15084.0,10.509159
2022-09-06,,8.0,9511.0,6.22161
2022-09-07,,8.0,4456.0,2.8491400000000002
2022-09-08,,12.0,5915.0,3.87621
2022-09-09,,13.0,8675.0,5.64528
2022-09-10,,8.0,6659.0,4.35344
2022-09-11,,12.0,6525.0,4.315201
2022-09-12,,9.0,3445.0,2.32292
2022-09-13,,9.0,7112.0,4.7512
2022-09-14,,8.0,10795.0,7.17547
2022-09-15,,12.0,4852.0,3.11353
2022-09-16,,12.0,3459.0,2.29152
2022-09-17,,11.0,9115.0,5.575806
2022-09-18,,13.0,9155.0,5.84553
2022-09-19,,7.0,7682.0,5.11682
2022-09-20,,15.0,7862.0,5.11064
2022-09-21,,9.0,4742.0,3.234503
2022-09-22,,9.0,5610.0,3.70471
2022-09-23,,18.0,3520.0,2.25298
2022-09-24,,26.0,10241.0,6.63697
2022-09-25,,4.0,6416.0,4.1357
2022-09-26,,14.0,15157.0,9.147258
2022-09-27,,21.0,15718.0,10.169218
2022-09-28,,19.0,15442.0,10.12513
2022-09-29,,24.0,16142.0,10.53933
2022-09-30,,12.0,15114.0,10.569808
2022-10-01,,20.0,11766.0,8.009109
2022-10-02,,28.0,21743.0,13.690078
2022-10-03,,24.0,14948.0,10.147572
2022-10-04,,18.0,12573.0,8.153053
2022-10-05,,14.0,8914.0,5.7766779
2022-10-06,,10.0,12154.0,8.021568
2022-10-07,,13.0,11276.0,7.613619
2022-10-08,,10.0,8070.0,5.285707
2022-10-09,,8.0,5912.0,3.892575
2022-10-10,,19.0,8405.0,5.541133
2022-10-11,,10.0,7496.0,4.831148
2022-10-12,,15.0,8640.0,5.76962
2022-10-13,,15.0,11966.0,7.81124
2022-10-14,,8.0,7765.0,5.214687
2022-10-15,,,5774.0,3.806436
2022-10-16,,16.0,9540.0,6.210299
2022-10-17,174.534,14.0,9315.0,6.26833
2022-10-18,388.20099999999996,21.0,11908.0,8.543468
2022-10-19,366.841,13.0,11725.0,7.907403
2022-10-20,417.553,19.0,14742.0,9.888846000000001
2022-10-21,338.145,14.0,12504.0,8.440071
2022-10-22,220.012,9.0,7617.0,5.22961867
2022-10-23,157.0,7.0,6380.0,4.404752
2022-10-24,291.974,11.0,10278.0,6.989179
2022-10-25,362.93600000000004,17.0,12978.0,8.27361839
2022-10-26,476.156,22.0,17090.0,11.147712799999999
2022-10-27,277.795,6.0,9891.0,6.4859268
2022-10-28,190.01500000000001,14.0,7361.0,5.086289
2022-10-29,146.88400000000001,10.0,6024.0,3.99974
2022-10-30,177.482,10.0,7376.0,4.991416
2022-10-31,100.19,6.0,3724.0,2.600708
2022-11-01,391.814,20.0,12656.0,8.476359
2022-11-02,332.407,21.0,10797.0,6.999807
2022-11-03,280.2,10.0,10414.0,6.73547
2022-11-04,233.841,12.0,8127.0,5.200361
2022-11-05,240.406,7.0,9470.0,6.210825
2022-11-06,215.724,6.0,7951.0,5.066906
2022-11-07,250.601,7.0,8134.0,5.225166
2022-11-08,236.996,11.0,8984.0,5.721521
2022-11-09,313.068,16.0,10814.0,7.026025000000001
2022-11-10,332.105,10.0,11009.0,7.508988
2022-11-11,157.255,8.0,6288.0,4.130423
2022-11-12,446.5,13.0,15600.0,9.887566
2022-11-13,302.723,14.0,11468.0,7.117469
2022-11-14,297.137,9.0,10398.0,6.635987
2022-11-15,259.463,15.0,9187.0,6.08133
2022-11-16,261.166,18.0,9263.0,6.295281
2022-11-17,205.244,9.0,8032.0,5.191795
2022-11-18,312.23900000000003,17.0,10550.0,6.889924
2022-11-19,269.258,15.0,8885.0,5.797425
2022-11-20,261.536,7.0,10325.0,6.2570356
2022-11-21,319.713,24.0,10290.0,6.987501
2022-11-22,223.436,10.0,7663.0,5.15133
2022-11-23,237.349,14.0,7188.0,4.577833
2022-11-24,226.44400000000002,11.0,8078.0,5.322717
2022-11-25,164.817,5.0,5730.0,3.783204
2022-11-26,26.242,,1363.0,0.95953
2022-11-27,270.738,13.0,8667.0,5.914225
2022-11-28,154.326,14.0,5215.0,3.3232721
2022-11-29,276.133,13.0,10181.0,6.513329
2022-11-30,215.986,7.0,8166.0,5.409502
2022-12-01,262.198,12.0,9825.0,5.973968
2022-12-02,323.724,13.0,11375.0,7.456562
2022-12-03,148.813,15.0,4632.0,3.127508
2022-12-04,81.553,3.0,3363.0,2.2619700000000003
2022-12-05,216.543,11.0,6979.0,4.80292
2022-12-06,135.677,5.0,5600.0,3.68694
2022-12-07,175.933,8.0,6555.0,4.53005
2022-12-08,259.842,11.0,9259.0,6.39276
2022-12-09,190.75,15.0,7722.0,5.115372
2022-12-10,94.928,8.0,3975.0,2.70867
2022-12-11,68.078,7.0,2756.0,1.79195
2022-12-12,385.003,9.0,14854.0,9.8613
2022-12-13,147.23,8.0,6199.0,4.077993
2022-12-14,191.206,16.0,6156.0,4.01955
2022-12-15,189.798,10.0,6551.0,4.42467
2022-12-16,164.752,7.0,5693.0,3.9683100000000002
2022-12-17,349.293,4.0,14020.0,8.718724
2022-12-18,110.948,3.0,4154.0,2.8129750000000002
2022-12-19,124.533,12.0,3844.0,2.64434
2022-12-20,174.106,9.0,5468.0,3.951469
2022-12-21,318.332,23.0,10775.0,7.301224
2022-12-22,175.867,9.0,6088.0,4.1672776
2022-12-23,150.548,7.0,5625.0,3.951859
2022-12-24,161.41,5.0,5576.0,3.9
2022-12-25,225.434,15.0,6318.0,4.552931
2022-12-26,98.071,4.0,3022.0,2.223297
2022-12-27,422.477,18.0,11876.0,8.512559
2022-12-28,216.091,12.0,7408.0,5.0856778
2022-12-29,234.563,6.0,8792.0,6.094937
2022-12-30,264.045,13.0,8656.0,6.092988
2022-12-31,117.131,3.0,4714.0,3.3297
2023-01-01,201.125,2.0,7718.0,5.454708
2023-01-02,177.275,6.0,5765.0,4.133421
2023-01-03,254.147,14.0,7812.0,5.536284
2023-01-04,167.76,7.0,6171.0,4.30176
2023-01-05,117.484,6.0,4565.0,3.1726
2023-01-06,284.879,15.0,8975.0,6.254947
2023-01-07,289.634,17.0,9359.0,6.44594
2023-01-08,198.363,11.0,6414.0,4.53326
2023-01-09,212.089,14.0,6620.0,4.578423
2023-01-10,270.985,16.0,9127.0,6.1835099
2023-01-11,292.996,13.0,9532.0,6.7621747
2023-01-12,233.952,8.0,8563.0,5.884913
2023-01-13,119.693,6.0,4469.0,3.1256079999999997
2023-01-14,218.439,9.0,7515.0,5.231207
2023-01-15,260.439,17.0,8110.0,5.6239129
2023-01-16,311.369,15.0,10560.0,6.974266
2023-01-17,202.46099999999998,10.0,6181.0,4.32393
2023-01-18,221.311,7.0,7734.0,5.40782
2023-01-19,272.414,8.0,9506.0,6.252107
2023-01-20,187.4,6.0,7581.0,5.241644
2023-01-21,158.962,9.0,5084.0,3.69969
2023-01-22,130.69299999999998,15.0,5038.0,3.4861750000000002
2023-01-23,144.356,10.0,5490.0,3.82407
2023-01-24,147.781,10.0,6299.0,4.363569
2023-01-25,49.263,11.0,2124.0,1.43744
2023-01-26,335.547,13.0,10461.0,7.6880268
2023-01-27,45.54,11.0,1587.0,1.0507900000000001
2023-01-28,118.04,9.0,4877.0,3.40761
2023-01-29,201.155,12.0,7976.0,5.48347
2023-01-30,263.793,13.0,9983.0,7.185456
2023-01-31,178.568,11.0,6559.0,4.728386
2023-02-01,157.271,11.0,6341.0,4.37299
2023-02-02,252.627,8.0,9650.0,6.837378999999999
2023-02-03,176.089,4.0,6540.0,4.572167
2023-02-04,52.662,7.0,2248.0,1.52172
2023-02-05,110.991,16.0,4288.0,2.83975
2023-02-06,193.153,10.0,7080.0,4.8786
2023-02-07,154.423,7.0,6542.0,4.39509
2023-02-08,103.36699999999999,5.0,4112.0,2.87369
2023-02-09,145.74,12.0,5448.0,3.85396
2023-02-10,114.874,8.0,4440.0,2.98576
2023-02-11,255.13,13.0,9086.0,6.2847
2023-02-12,98.974,14.0,3683.0,2.50852
2023-02-13,61.046,12.0,2043.0,1.39938
2023-02-14,147.51500000000001,11.0,6053.0,3.98007
2023-02-15,279.568,7.0,10010.0,7.1069335
2023-02-16,206.164,8.0,7242.0,5.239952
2023-02-17,231.993,12.0,8640.0,5.974431
2023-02-18,51.139,15.0,1623.0,1.17533
2023-02-19,146.278,14.0,5022.0,3.454913
2023-02-20,177.128,9.0,6438.0,4.444828
2023-02-21,153.55,8.0,6099.0,4.2641015
2023-02-22,176.558,12.0,6521.0,4.51583
2023-02-23,200.399,14.0,6735.0,4.80869
2023-02-24,181.493,13.0,6830.0,4.920379
2023-02-25,154.226,11.0,5978.0,4.1043520000000004
2023-02-26,370.936,32.0,11728.0,8.178366
2023-02-27,310.696,27.0,9668.0,6.691178
2023-02-28,173.969,17.0,5132.0,3.65911
2023-03-01,135.119,20.0,4196.0,2.90533
2023-03-02,161.732,15.0,4835.0,3.31724
2023-03-03,190.875,10.0,6542.0,4.61316
2023-03-04,134.6,6.0,4211.0,2.934894
2023-03-05,109.346,7.0,4056.0,2.82517
2023-03-06,171.327,11.0,6164.0,4.2923599999999995
2023-03-07,112.001,6.0,4002.0,2.81792
2023-03-08,146.523,10.0,4724.0,3.3296140000000003
2023-03-09,180.077,7.0,6500.0,4.586622
2023-03-10,223.70600000000002,7.0,7772.0,5.102352
2023-03-11,352.199,15.0,11729.0,7.457875
2023-03-12,167.185,12.0,5185.0,3.63923
2023-03-13,189.547,11.0,6113.0,4.269557
2023-03-14,123.68299999999999,6.0,3206.0,2.324264
2023-03-15,227.816,19.0,6649.0,4.733856
2023-03-16,154.41500000000002,8.0,4661.0,3.327831
2023-03-17,225.967,12.0,7631.0,5.52334
2023-03-18,239.27599999999998,17.0,7610.0,5.4485446
2023-03-19,69.537,6.0,2171.0,1.52334
2023-03-20,234.44,14.0,7306.0,5.102018
2023-03-21,216.68,9.0,8603.0,5.567465
2023-03-22,277.013,20.0,8100.0,5.45885
2023-03-23,232.57999999999998,14.0,7339.0,5.21096
2023-03-24,152.48,9.0,5477.0,3.86102
2023-03-25,122.256,13.0,3736.0,2.6024190000000003
2023-03-26,239.642,9.0,7327.0,5.123495
2023-03-27,263.108,15.0,8874.0,6.321096
2023-03-28,128.963,5.0,4734.0,3.422876
2023-03-29,123.866,4.0,4645.0,3.16468
2023-03-30,144.526,6.0,5960.0,4.1331544000000005
2023-03-31,190.758,4.0,7682.0,5.2972470000000005
2023-04-01,179.178,8.0,7569.0,5.15344
2023-04-02,224.124,7.0,7458.0,5.243119
2023-04-03,116.627,8.0,4852.0,3.364048
2023-04-04,63.156000000000006,2.0,2254.0,1.64358
2023-04-05,254.135,19.0,7495.0,5.40938
2023-04-06,155.292,14.0,4148.0,2.92896
2023-04-07,298.507,14.0,9345.0,6.641725
2023-04-08,223.761,13.0,6988.0,5.075799
2023-04-09,168.451,11.0,5596.0,4.06028
2023-04-10,305.285,11.0,9550.0,6.458480000000001
2023-04-11,207.314,13.0,6511.0,4.631733
2023-04-12,165.126,7.0,5570.0,4.00113
2023-04-13,161.733,11.0,5344.0,3.66615
2023-04-14,299.298,17.0,9390.0,6.54364
2023-04-15,84.544,4.0,2806.0,2.028396
2023-04-16,156.299,10.0,5635.0,3.872386
2023-04-17,329.427,12.0,11859.0,7.708022
2023-04-18,148.12900000000002,8.0,3940.0,2.913658
2023-04-19,130.073,6.0,4949.0,3.54133
2023-04-20,173.888,14.0,6051.0,4.207588
2023-04-21,74.243,6.0,3145.0,2.18688
2023-04-22,39.542,,2190.0,1.5239
2023-04-23,78.274,6.0,3488.0,2.43729
2023-04-24,223.456,15.0,7480.0,5.37735
2023-04-25,176.25,15.0,6355.0,4.532456
2023-04-26,193.78199999999998,9.0,7199.0,5.1243637
2023-04-27,94.98,8.0,3151.0,2.2480949999999997
2023-04-28,61.444,4.0,2166.0,1.5118
2023-04-29,138.65,7.0,4675.0,3.41269
2023-04-30,294.511,6.0,9556.0,6.605444
2023-05-01,78.484,4.0,2971.0,2.03673
2023-05-02,79.41,5.0,2605.0,1.8788900000000002
2023-05-03,417.522,16.0,12597.0,9.09648
2023-05-04,97.253,10.0,2607.0,1.90305
2023-05-05,142.904,8.0,3580.0,2.663463
2023-05-06,61.292,3.0,2096.0,1.53754
2023-05-07,90.372,6.0,2993.0,2.19698
2023-05-08,148.541,12.0,4511.0,3.152
2023-05-09,219.171,6.0,8457.0,5.348992
2023-05-10,334.461,13.0,10319.0,7.0187420000000005
2023-05-11,146.002,5.0,5476.0,3.88997
2023-05-12,192.73,9.0,7167.0,4.947488
2023-05-13,326.392,10.0,12891.0,8.729647
2023-05-14,76.011,10.0,3340.0,2.21733
2023-05-15,184.231,9.0,6606.0,4.81622
2023-05-16,131.544,13.0,4598.0,3.15876
2023-05-17,278.057,17.0,8285.0,5.865092
2023-05-18,207.101,7.0,7908.0,5.381624
2023-05-19,266.221,10.0,8423.0,5.54865
2023-05-20,180.619,9.0,6121.0,4.366513
2023-05-21,166.444,6.0,6386.0,4.23073
2023-05-22,265.682,10.0,8850.0,6.073663
2023-05-23,381.268,9.0,14319.0,9.676428
2023-05-24,298.76300000000003,11.0,9872.0,6.7203040000000005
2023-05-25,136.796,4.0,4903.0,3.36884
2023-05-26,360.789,17.0,12392.0,8.767979
2023-05-27,169.469,10.0,6821.0,4.437723
2023-05-28,155.255,14.0,6073.0,4.228130999999999
2023-05-29,131.809,14.0,4646.0,3.2760949999999998
2023-05-30,172.048,8.0,5982.0,4.12993
2023-05-31,242.992,11.0,8629.0,5.8330400000000004
2023-06-01,253.68099999999998,9.0,9120.0,6.0437
2023-06-02,188.607,13.0,6234.0,4.19365
2023-06-03,245.922,15.0,8591.0,5.79604
2023-06-04,316.342,13.0,10413.0,7.126637
2023-06-05,165.508,7.0,5734.0,4.0147520000000005
2023-06-06,301.709,10.0,9463.0,6.13529
2023-06-07,148.764,6.0,5548.0,3.7578620000000003
2023-06-08,264.72,12.0,9241.0,5.94053
2023-06-09,184.235,9.0,6104.0,4.35911
2023-06-10,417.63,19.0,14564.0,9.542087
2023-06-11,82.657,7.0,2100.0,1.55979
2023-06-12,301.304,15.0,8962.0,6.591206
2023-06-13,159.65099999999998,7.0,5194.0,3.6997787
2023-06-14,176.285,9.0,5775.0,3.987724
2023-06-15,271.207,16.0,7851.0,5.80337
2023-06-16,172.32999999999998,10.0,6068.0,4.211777
2023-06-17,58.115,8.0,2058.0,1.51509
2023-06-18,127.692,12.0,5394.0,3.8849906
2023-06-19,154.176,16.0,5104.0,3.69074
2023-06-20,144.361,11.0,4597.0,3.345221
2023-06-21,84.085,1.0,3099.0,2.24433
2023-06-22,207.326,14.0,6816.0,5.200755
2023-06-23,93.835,17.0,3686.0,2.66607
2023-06-24,133.465,,3819.0,2.70093
2023-06-25,153.734,,5981.0,4.484815
2023-06-26,261.639,,9656.0,7.20188
2023-06-27,184.099,,7183.0,5.35446
2023-06-28,116.297,,4846.0,3.5987679999999997
2023-06-29,124.5,,5289.0,3.84534
2023-06-30,203.086,2.0,8013.0,5.86012
2023-07-01,90.528,2.0,3161.0,2.22251
2023-07-02,110.396,17.0,3988.0,2.86193
2023-07-03,202.965,11.0,7187.0,5.17753
2023-07-04,175.942,11.0,6413.0,4.476028
2023-07-05,127.979,7.0,4462.0,3.06299
2023-07-06,199.912,16.0,6853.0,4.86006
2023-07-07,336.843,6.0,10410.0,7.81915
2023-07-08,243.33599999999998,2.0,9150.0,6.469886
2023-07-09,111.873,12.0,4792.0,3.364347
2023-07-10,228.069,16.0,8263.0,5.572
2023-07-11,199.727,5.0,8710.0,5.87511
2023-07-12,118.218,4.0,4427.0,3.20574
2023-07-13,52.138,10.0,1986.0,1.49251
2023-07-14,130.92,5.0,5590.0,3.738615
2023-07-15,257.735,5.0,10190.0,7.128348
2023-07-16,78.39,7.0,2606.0,1.7653400000000001
2023-07-17,198.452,8.0,8692.0,5.88069
2023-07-18,66.572,4.0,3029.0,2.13698
2023-07-19,153.826,12.0,6018.0,4.35657
2023-07-20,65.71000000000001,11.0,2281.0,1.63037
2023-07-21,315.666,7.0,12813.0,9.07205
2023-07-22,114.621,6.0,4105.0,2.8598
2023-07-23,84.941,6.0,4050.0,2.66022
2023-07-24,164.687,17.0,6181.0,4.40995
2023-07-25,205.24,3.0,7210.0,5.22422
2023-07-26,200.086,8.0,6628.0,4.4793
2023-07-27,147.373,7.0,5382.0,3.82178
2023-07-28,281.846,11.0,9378.0,6.7322880000000005
2023-07-29,291.406,13.0,9702.0,6.897782
2023-07-30,249.30599999999998,7.0,8135.0,5.96433
2023-07-31,106.989,14.0,3996.0,2.82204
2023-08-01,145.544,13.0,5475.0,3.842664
2023-08-02,66.482,,2727.0,1.9601600000000001
2023-08-03,172.995,16.0,6203.0,4.42304
2023-08-04,329.106,5.0,12829.0,8.78605
2023-08-05,218.35999999999999,2.0,7899.0,5.532523
2023-08-06,256.438,5.0,10532.0,7.24455
2023-08-07,257.192,8.0,9536.0,6.504995
2023-08-08,185.877,4.0,6879.0,4.88624
2023-08-09,377.496,10.0,13170.0,9.19274
2023-08-10,252.775,5.0,7924.0,5.941438
2023-08-11,175.829,7.0,6011.0,4.325254
2023-08-12,200.452,6.0,7226.0,5.125116
2023-08-13,258.461,7.0,9026.0,6.466846
2023-08-14,89.143,12.0,3276.0,2.2705
2023-08-15,78.394,10.0,3347.0,2.35912
2023-08-16,249.81900000000002,11.0,9100.0,6.25705
2023-08-17,142.233,13.0,4674.0,3.24805
2023-08-18,170.958,12.0,6323.0,4.314666
2023-08-19,98.206,,3904.0,2.77892
2023-08-20,158.13299999999998,10.0,5830.0,4.064599
2023-08-21,80.378,12.0,3426.0,2.34484
2023-08-22,211.76,20.0,7631.0,5.346691
2023-08-23,206.686,13.0,7363.0,5.357967
2023-08-24,86.641,13.0,3361.0,2.35892
2023-08-25,138.24699999999999,19.0,5551.0,3.83338
2023-08-26,115.775,15.0,4442.0,3.08194
2023-08-27,148.056,16.0,5365.0,3.93868
2023-08-28,116.899,10.0,4699.0,3.26145
2023-08-29,88.29299999999999,10.0,3586.0,2.46146
