Date,Active Energy,Flights Climbed,Step Count,Walking + Running Distance
2023-08-30,163.531,12.0,6348.0,4.46769
2023-08-31,54.586,1.0,2416.0,1.63015
2023-09-01,153.577,12.0,5885.0,3.88852
2023-09-02,140.313,6.0,5604.0,3.6481399999999997
2023-09-03,154.51,3.0,6333.0,4.18314
2023-09-04,148.187,15.0,5599.0,3.957449
2023-09-05,94.174,10.0,3570.0,2.45941
2023-09-06,101.422,13.0,3829.0,2.758313
2023-09-07,102.619,7.0,4208.0,3.00562
2023-09-08,125.669,12.0,4580.0,3.18958
2023-09-09,105.136,13.0,3759.0,2.57468
2023-09-10,93.533,15.0,3273.0,2.3232
2023-09-11,92.389,7.0,3959.0,2.80074
2023-09-12,84.007,8.0,3582.0,2.4575
2023-09-13,81.041,6.0,3589.0,2.40116
2023-09-14,101.327,12.0,3573.0,2.5215
2023-09-15,156.602,13.0,5952.0,4.161565
2023-09-16,72.765,8.0,2460.0,1.76271
2023-09-17,57.78,8.0,2435.0,1.7101899999999999
2023-09-18,163.758,9.0,6449.0,4.39542
2023-09-19,103.77,10.0,3817.0,2.651642
2023-09-20,125.706,11.0,4373.0,3.21304
2023-09-21,207.34900000000002,10.0,7652.0,5.38867
2023-09-22,210.442,12.0,8053.0,5.532409
2023-09-23,137.102,9.0,4987.0,3.52908
2023-09-24,140.632,15.0,5891.0,4.09107
2023-09-25,93.601,13.0,3704.0,2.61236
2023-09-26,304.22,12.0,10286.0,7.263474
2023-09-27,65.01,5.0,2827.0,1.93665
2023-09-28,144.852,8.0,5738.0,3.991576
2023-09-29,107.041,13.0,4219.0,2.84639
2023-09-30,180.556,8.0,6403.0,4.2634705
2023-10-01,189.901,6.0,6778.0,4.546201
2023-10-02,142.674,5.0,5150.0,3.423383
2023-10-03,177.13,13.0,5888.0,4.2227
2023-10-04,226.299,6.0,7721.0,5.51973
2023-10-05,216.025,5.0,6841.0,4.78163
2023-10-06,334.171,16.0,10087.0,7.072891
2023-10-07,171.352,3.0,6326.0,4.352565
2023-10-08,321.186,24.0,8842.0,6.316503
2023-10-09,263.33,18.0,9152.0,6.1638399999999995
2023-10-10,237.555,12.0,7388.0,5.1132100000000005
2023-10-11,220.76,7.0,7097.0,4.84109
2023-10-12,188.022,9.0,5962.0,4.0214799999999995
2023-10-13,276.221,11.0,8777.0,6.191766
2023-10-14,59.658,,2176.0,1.516987
2023-10-15,106.747,4.0,3714.0,2.67203
2023-10-16,171.934,8.0,5797.0,4.063953
2023-10-17,98.33500000000001,6.0,3239.0,2.17737
2023-10-18,192.282,10.0,6320.0,4.44255
2023-10-19,227.34,2.0,8734.0,6.19384
2023-10-20,307.401,10.0,9496.0,6.769231
2023-10-21,344.546,,11089.0,7.932386
2023-10-22,391.831,21.0,11656.0,8.12164
2023-10-23,169.513,10.0,5886.0,4.03164
2023-10-24,144.426,10.0,4719.0,3.357619
2023-10-25,181.833,4.0,7441.0,4.93381
2023-10-26,487.969,19.0,13764.0,9.987991
2023-10-27,310.254,7.0,10774.0,7.188643
2023-10-28,173.024,4.0,5116.0,3.6807277
2023-10-29,281.532,6.0,7739.0,5.057369
2023-10-30,338.995,5.0,11351.0,7.436738
2023-10-31,158.217,8.0,4935.0,3.4636171
2023-11-01,270.62,10.0,9559.0,6.630262
2023-11-02,142.807,6.0,4509.0,3.22063
2023-11-03,456.593,18.0,13490.0,9.547361
2023-11-04,407.191,16.0,11109.0,8.358354
2023-11-05,132.373,3.0,4354.0,3.01607
2023-11-06,192.622,5.0,6610.0,4.663657
2023-11-07,329.622,14.0,10275.0,7.25828
2023-11-08,140.364,7.0,3971.0,2.8839509999999997
2023-11-09,377.914,10.0,12096.0,8.565363
2023-11-10,295.848,12.0,9299.0,6.5728599999999995
2023-11-11,103.854,6.0,2977.0,2.17856
2023-11-12,203.54500000000002,6.0,6145.0,4.3407029999999995
2023-11-13,296.167,13.0,9227.0,6.35884
2023-11-14,295.13800000000003,11.0,9410.0,6.7324209999999995
2023-11-15,192.19899999999998,9.0,5744.0,4.25023
2023-11-16,279.94,9.0,8274.0,6.0987919999999995
2023-11-17,441.032,19.0,12839.0,9.41911
2023-11-18,107.61399999999999,5.0,4480.0,2.99498
2023-11-19,62.973,5.0,2026.0,1.55291
2023-11-20,83.103,3.0,2989.0,2.07083
2023-11-21,205.736,8.0,6059.0,4.39746
2023-11-22,221.78,7.0,7324.0,5.199495
2023-11-23,86.007,3.0,2438.0,1.746357
2023-11-24,334.716,12.0,10069.0,7.587093
2023-11-25,152.115,10.0,4364.0,3.18523
2023-11-26,0.716,,118.0,0.08943
2023-11-27,33.585,4.0,919.0,0.67474
2023-11-28,206.62800000000001,5.0,6307.0,4.2475602
2023-11-29,171.396,5.0,5508.0,4.10674
2023-11-30,114.616,3.0,3898.0,2.8804119999999998
2023-12-01,236.187,11.0,7561.0,5.4052857
2023-12-02,168.72400000000002,9.0,5931.0,4.1907190000000005
2023-12-03,98.728,10.0,3787.0,2.59488
2023-12-04,234.235,11.0,7226.0,5.158089
2023-12-05,95.48899999999999,5.0,3187.0,2.224442
2023-12-06,136.994,5.0,4634.0,3.27494
2023-12-07,200.076,6.0,6474.0,4.864141
2023-12-08,278.893,11.0,8705.0,6.359805
2023-12-09,157.65,8.0,5375.0,3.92328
2023-12-10,124.79,7.0,4075.0,2.8688320000000003
2023-12-11,94.242,4.0,3415.0,2.40319
2023-12-12,108.172,9.0,3238.0,2.41809
2023-12-13,128.181,6.0,4093.0,2.88814
2023-12-14,142.74,6.0,5184.0,3.6154
2023-12-15,151.517,7.0,4879.0,3.50335
2023-12-16,9.431,,658.0,0.4525
2023-12-17,388.587,10.0,12962.0,9.564887
2023-12-18,70.24,4.0,2162.0,1.6116599999999999
2023-12-19,109.386,2.0,3957.0,2.75517
2023-12-20,134.213,8.0,4013.0,2.82821
2023-12-21,75.099,,3102.0,2.28119
2023-12-22,188.30700000000002,7.0,5880.0,4.28807
2023-12-23,2.514,,333.0,0.22833
2023-12-24,156.791,5.0,4922.0,3.494887
2023-12-25,255.291,4.0,7686.0,5.604637
2023-12-26,184.967,5.0,4727.0,3.474888
2023-12-27,95.854,4.0,3364.0,2.43787
2023-12-28,121.258,6.0,4143.0,2.8537204
2023-12-29,205.142,11.0,6057.0,4.47202
2023-12-30,260.154,10.0,8074.0,5.6739500000000005
2023-12-31,19.651,,863.0,0.6276499
2024-01-01,8.435,,498.0,0.36475
2024-01-02,105.853,1.0,4055.0,2.9393212
2024-01-03,358.438,12.0,11202.0,7.984386
2024-01-04,124.665,3.0,4689.0,3.4104039999999998
2024-01-05,363.233,15.0,11179.0,7.83028
2024-01-06,181.603,8.0,5583.0,4.0351230000000005
2024-01-07,125.741,5.0,4013.0,3.06089
2024-01-08,149.06,10.0,5370.0,3.904318
2024-01-09,115.402,6.0,3447.0,2.56981
2024-01-10,138.652,4.0,4174.0,3.20636
2024-01-11,260.747,15.0,7323.0,5.49888
2024-01-12,146.415,6.0,4976.0,3.65151
2024-01-13,128.305,4.0,4387.0,3.2210300000000003
2024-01-14,138.01,5.0,4923.0,3.52777
2024-01-15,212.764,8.0,6663.0,4.930775
2024-01-16,223.474,10.0,6515.0,4.840312
2024-01-17,198.915,15.0,6718.0,4.8235504
2024-01-18,78.08500000000001,11.0,3065.0,2.10799
2024-01-19,59.424,14.0,2292.0,1.66883
2024-01-20,88.278,19.0,3468.0,2.46711
2024-01-21,42.382,9.0,1410.0,0.99017
2024-01-22,37.521,9.0,1500.0,1.10261
2024-01-23,94.336,12.0,3124.0,2.335514
2024-01-24,69.376,7.0,2176.0,1.62795
2024-01-25,181.12,8.0,6404.0,4.741721
2024-01-26,48.602,9.0,2058.0,1.491478
2024-01-27,54.766,14.0,1494.0,1.12128
2024-01-28,76.94500000000001,12.0,3116.0,2.22513
2024-01-29,76.138,13.0,2390.0,1.7054657
2024-01-30,57.601,7.0,2025.0,1.487939
2024-01-31,89.624,12.0,3256.0,2.32984
2024-02-01,80.018,6.0,3266.0,2.4403898
2024-02-02,94.94800000000001,9.0,3677.0,2.7623599999999997
2024-02-03,85.976,15.0,2866.0,2.175488
2024-02-04,63.1,12.0,2438.0,1.82318
2024-02-05,107.081,14.0,4060.0,3.009496
2024-02-06,399.841,6.0,14579.0,10.3347994
2024-02-07,87.593,15.0,3238.0,2.346813
2024-02-08,169.063,16.0,5529.0,4.2281439999999995
2024-02-09,120.12599999999999,11.0,4292.0,3.193103
2024-02-10,83.907,10.0,2798.0,2.06092
2024-02-11,80.348,9.0,2847.0,2.12816
2024-02-12,225.18,16.0,7149.0,5.3379459
2024-02-13,191.606,12.0,6063.0,4.552467
2024-02-14,154.192,6.0,4693.0,3.44053
2024-02-15,35.102,1.0,1287.0,0.97265
2024-02-16,95.561,2.0,3244.0,2.46992
2024-02-17,42.826,2.0,1609.0,1.16392
2024-02-18,330.537,15.0,8616.0,6.3396
2024-02-19,178.506,10.0,5043.0,3.7757519999999998
2024-02-20,191.689,11.0,5464.0,3.923489
2024-02-21,174.587,10.0,5245.0,3.95474
2024-02-22,221.332,7.0,7233.0,5.18941
2024-02-23,112.524,5.0,3749.0,2.8367299999999998
2024-02-24,202.106,6.0,6979.0,4.85187
2024-02-25,157.251,2.0,4646.0,3.0405699999999998
2024-02-26,47.147,1.0,1841.0,1.241341
2024-02-27,294.536,12.0,7755.0,5.7392337
2024-02-28,160.196,8.0,5318.0,3.653336
2024-02-29,142.577,8.0,4783.0,3.32413
2024-03-01,227.071,10.0,6858.0,4.980176
2024-03-02,198.50300000000001,6.0,6130.0,4.212557
2024-03-03,121.042,5.0,3915.0,2.84196
2024-03-04,392.046,18.0,11848.0,8.5076118
2024-03-05,186.031,8.0,6334.0,4.514931
2024-03-06,166.15800000000002,8.0,5264.0,3.946126
2024-03-07,172.965,8.0,5522.0,4.091549
2024-03-08,179.909,11.0,5309.0,3.7004799999999998
2024-03-09,145.036,4.0,4552.0,3.42889
2024-03-10,190.70499999999998,8.0,6198.0,4.261375
2024-03-11,209.786,15.0,6425.0,4.459271
2024-03-12,204.32,9.0,6344.0,4.45375
2024-03-13,173.335,7.0,5849.0,4.281076
2024-03-14,192.51500000000001,7.0,6359.0,4.51898
2024-03-15,249.383,11.0,7429.0,5.481407
2024-03-16,215.951,9.0,6650.0,4.839638
2024-03-17,280.813,14.0,7932.0,6.029184
2024-03-18,368.986,13.0,11354.0,8.189109
2024-03-19,221.436,11.0,6860.0,4.8389940000000005
2024-03-20,291.857,11.0,8040.0,5.96633
2024-03-21,198.357,10.0,6167.0,4.348864
2024-03-22,336.383,14.0,10054.0,7.4696620000000005
2024-03-23,274.256,12.0,8305.0,6.10721
2024-03-24,179.213,6.0,7207.0,5.089688
2024-03-25,75.427,5.0,2355.0,1.770859
2024-03-26,169.839,14.0,4315.0,3.00924
2024-03-27,96.37100000000001,5.0,3361.0,2.3900794
2024-03-28,195.375,,6310.0,4.12925
2024-03-29,158.042,5.0,5261.0,3.490643
2024-03-30,193.343,1.0,5842.0,3.9921
2024-03-31,141.341,6.0,4204.0,2.832584
2024-04-01,303.919,18.0,8552.0,5.789245
2024-04-02,211.876,12.0,7204.0,5.10874
2024-04-03,149.975,5.0,5110.0,3.57748
2024-04-04,180.32,9.0,5679.0,3.927328
2024-04-05,248.94,13.0,7988.0,5.553234
2024-04-06,109.663,3.0,4438.0,3.1378736
2024-04-07,110.534,11.0,3767.0,2.683985
2024-04-08,56.882,8.0,1976.0,1.42621
2024-04-09,88.482,9.0,3360.0,2.3680046999999997
2024-04-10,139.356,9.0,5452.0,3.9302838
2024-04-11,234.583,28.0,6140.0,4.356706
2024-04-12,191.949,12.0,7227.0,5.222648
2024-04-13,112.902,7.0,4220.0,2.95254
2024-04-14,141.963,10.0,5433.0,3.8316614
2024-04-15,226.21200000000002,14.0,6851.0,4.9338750000000005
2024-04-16,339.353,14.0,10409.0,7.368443
2024-04-17,276.618,10.0,10451.0,7.026643
2024-04-18,290.029,8.0,9738.0,6.652643
2024-04-19,213.804,10.0,7107.0,4.723572
2024-04-20,244.368,11.0,7481.0,5.53552
2024-04-21,84.329,4.0,2697.0,1.947836
2024-04-22,130.241,7.0,4248.0,3.006233
2024-04-23,216.976,10.0,6508.0,4.697819
2024-04-24,224.986,6.0,7304.0,4.955221
2024-04-25,258.829,11.0,8473.0,5.87566
2024-04-26,152.477,5.0,5313.0,3.75196
2024-04-27,250.507,8.0,7106.0,5.199793
2024-04-28,318.728,13.0,10174.0,7.201818
2024-04-29,139.255,5.0,5108.0,3.716641
2024-04-30,197.909,6.0,6305.0,4.371517
2024-05-01,242.481,9.0,8030.0,5.855443
2024-05-02,228.444,8.0,7475.0,5.172048
2024-05-03,263.257,9.0,9018.0,6.135881
2024-05-04,226.492,6.0,8080.0,5.602067
2024-05-05,373.39300000000003,12.0,10456.0,7.409565
2024-05-06,208.017,8.0,6786.0,4.6559
2024-05-07,317.378,12.0,10143.0,6.978426
2024-05-08,223.24,10.0,7584.0,5.047916
2024-05-09,103.366,1.0,4256.0,2.930331
2024-05-10,302.121,12.0,9617.0,6.8742
2024-05-11,250.624,10.0,8904.0,6.4395185999999995
2024-05-12,145.848,,6516.0,4.113556
2024-05-13,141.072,2.0,5810.0,3.66134
2024-05-14,232.755,9.0,8178.0,5.413842
2024-05-15,214.251,11.0,7246.0,5.07254
2024-05-16,378.824,10.0,12314.0,8.6841059
2024-05-17,396.977,19.0,11632.0,8.32861
2024-05-18,528.534,14.0,15074.0,11.010972
2024-05-19,417.04,8.0,14441.0,10.112684999999999
2024-05-20,168.936,5.0,5797.0,3.95657
2024-05-21,160.007,7.0,5395.0,3.65878
2024-05-22,105.309,4.0,3871.0,2.6766900000000002
2024-05-23,106.607,3.0,3438.0,2.49577
2024-05-24,166.007,8.0,5547.0,3.806356
2024-05-25,291.705,11.0,9438.0,6.375255
2024-05-26,254.43200000000002,12.0,8345.0,5.838825
2024-05-27,247.351,12.0,8906.0,6.043477
2024-05-28,303.104,12.0,9690.0,6.632764
2024-05-29,290.721,11.0,9735.0,6.704383
2024-05-30,349.601,18.0,11677.0,8.0378077
2024-05-31,245.267,11.0,8666.0,5.6799290000000004
2024-06-01,235.142,6.0,8993.0,6.01221
2024-06-02,262.218,10.0,8889.0,5.98496
2024-06-03,309.316,9.0,10507.0,7.21422
2024-06-04,363.83,13.0,11642.0,8.049469
2024-06-05,421.262,20.0,13690.0,9.20835
2024-06-06,302.757,11.0,9583.0,6.556352
2024-06-07,413.604,23.0,13121.0,9.11224
2024-06-08,243.979,11.0,8275.0,5.749326
2024-06-09,327.873,16.0,10452.0,7.233568
2024-06-10,277.982,11.0,8661.0,6.370745
2024-06-11,123.07300000000001,7.0,3916.0,2.714381
2024-06-12,224.18800000000002,7.0,7777.0,5.309754
2024-06-13,178.649,3.0,7461.0,5.111275
2024-06-14,130.606,9.0,5488.0,3.6801600000000003
2024-06-15,109.795,1.0,4296.0,3.2193199999999997
2024-06-16,57.49,,2946.0,2.15221
2024-06-17,79.976,,3637.0,2.5637
2024-06-18,121.31099999999999,,3734.0,2.52575
2024-06-19,191.349,2.0,5981.0,4.21795
2024-06-20,125.375,,5670.0,4.04222
2024-06-21,38.974,,1917.0,1.36772
2024-06-22,194.17,13.0,6481.0,4.511477
2024-06-23,100.566,,4173.0,2.887957
2024-06-24,97.575,15.0,3679.0,2.58792
2024-06-25,91.481,15.0,3289.0,2.31641
2024-06-26,49.735,9.0,1875.0,1.31119
2024-06-27,63.708,12.0,2081.0,1.46725
2024-06-28,65.40899999999999,12.0,2299.0,1.60577
2024-06-29,180.397,15.0,6362.0,4.90449
2024-06-30,171.858,11.0,6362.0,4.556766
2024-07-01,129.201,6.0,5474.0,3.69603
2024-07-02,68.878,6.0,3038.0,2.13707
2024-07-03,162.827,7.0,6617.0,4.49137
2024-07-04,78.749,11.0,3249.0,2.25961
2024-07-05,108.807,6.0,4767.0,3.30157
2024-07-06,178.04,8.0,6517.0,4.74348
2024-07-07,150.978,12.0,6127.0,4.42178
2024-07-08,120.749,7.0,5085.0,3.55225
2024-07-09,189.247,11.0,7383.0,5.125809
2024-07-10,98.215,10.0,3994.0,2.80004
2024-07-11,101.271,15.0,3693.0,2.694152
2024-07-12,122.172,10.0,4999.0,3.5655699999999997
2024-07-13,274.374,20.0,10285.0,7.02125
2024-07-14,160.505,8.0,6042.0,4.1117
2024-07-15,139.347,13.0,4946.0,3.4530335
2024-07-16,70.357,6.0,2847.0,1.97971
2024-07-17,161.092,10.0,6161.0,4.3915880000000005
2024-07-18,166.347,8.0,6053.0,4.434769
2024-07-19,196.504,11.0,7553.0,5.383919
2024-07-20,98.985,20.0,3385.0,2.47629
2024-07-21,121.845,7.0,4865.0,3.47819
2024-07-22,36.228,2.0,1569.0,1.11765
2024-07-23,94.9,2.0,4127.0,2.774658
2024-07-24,152.186,2.0,6239.0,4.1174
2024-07-25,115.042,7.0,5094.0,3.54873
2024-07-26,144.386,20.0,4442.0,3.08203
2024-07-27,170.835,8.0,6816.0,4.795839
2024-07-28,149.239,9.0,5024.0,3.724245
2024-07-29,208.726,19.0,7153.0,5.18157
2024-07-30,175.023,11.0,6388.0,4.566583
2024-07-31,152.22899999999998,11.0,5136.0,3.6823519
2024-08-01,162.201,12.0,5949.0,4.3644
2024-08-02,142.739,16.0,4752.0,3.5160590000000003
2024-08-03,93.33500000000001,9.0,3545.0,2.407335
2024-08-04,108.014,7.0,4222.0,2.9869611000000003
2024-08-05,133.03,11.0,5128.0,3.58613
2024-08-06,160.881,6.0,6769.0,4.53265
2024-08-07,140.293,2.0,5347.0,3.772861
2024-08-08,109.70400000000001,6.0,4918.0,3.4530722000000003
2024-08-09,89.788,5.0,3725.0,2.6871195
2024-08-10,121.086,6.0,4670.0,3.3636337
2024-08-11,145.815,3.0,5563.0,4.02749
2024-08-12,170.287,8.0,5836.0,4.3611
2024-08-13,125.999,5.0,4827.0,3.489716
2024-08-14,91.289,6.0,3563.0,2.57781
2024-08-15,192.655,8.0,7827.0,5.33708
2024-08-16,269.189,11.0,9689.0,6.729898
2024-08-17,132.864,4.0,5601.0,3.9065512
2024-08-18,213.035,15.0,8370.0,6.051046
2024-08-19,171.9,20.0,6494.0,4.49516
2024-08-20,164.69299999999998,20.0,6198.0,4.2983
2024-08-21,103.42099999999999,7.0,2922.0,2.06426
2024-08-22,17.464000000000002,,882.0,0.61641
2024-08-23,14.553,,680.0,0.47024
2024-08-24,27.07,,1236.0,0.82941
2024-08-25,53.451,7.0,2277.0,1.61234
2024-08-26,239.956,16.0,8978.0,6.027135
2024-08-27,124.417,13.0,4715.0,3.33851
2024-08-28,62.819,9.0,2191.0,1.5481
2024-08-29,121.25,14.0,4917.0,3.40572
2024-08-30,245.68,12.0,8839.0,6.009853
2024-08-31,219.272,23.0,7043.0,4.976729
2024-09-01,106.538,16.0,4284.0,3.08899
2024-09-02,120.269,14.0,4605.0,3.266303
2024-09-03,177.019,11.0,6263.0,4.539715
2024-09-04,220.05,8.0,8550.0,5.994821
2024-09-05,131.029,4.0,5414.0,3.5360300000000002
2024-09-06,133.306,7.0,4151.0,2.943322
2024-09-07,236.816,11.0,8216.0,5.662521
2024-09-08,108.551,11.0,4140.0,2.911634
2024-09-09,255.584,14.0,7949.0,5.60479
2024-09-10,101.673,12.0,4015.0,2.8829000000000002
2024-09-11,134.623,13.0,5216.0,3.72727
2024-09-12,135.052,13.0,5178.0,3.68232
2024-09-13,152.082,19.0,5833.0,4.14989
2024-09-14,142.276,4.0,6646.0,4.63423
2024-09-15,66.301,5.0,2681.0,1.9214799999999999
2024-09-16,95.607,9.0,3627.0,2.57325
2024-09-17,97.439,10.0,4085.0,2.85254
2024-09-18,155.824,13.0,6489.0,4.6450000000000005
2024-09-19,119.272,8.0,4569.0,3.263149
2024-09-20,149.257,12.0,5858.0,4.12794
2024-09-21,485.404,18.0,14389.0,10.342321
2024-09-22,158.875,6.0,4509.0,3.173063
2024-09-23,236.576,15.0,7232.0,4.84863
2024-09-24,165.192,14.0,5153.0,3.4926500000000003
2024-09-25,389.14,20.0,11029.0,7.460464
2024-09-26,214.712,16.0,6799.0,4.5374870000000005
2024-09-27,298.255,21.0,9569.0,6.32802
2024-09-28,262.343,13.0,8623.0,5.994327
2024-09-29,151.453,11.0,4937.0,3.381636
2024-09-30,174.65,14.0,5597.0,3.74357
2024-10-01,249.896,21.0,6989.0,4.8449741
2024-10-02,271.972,16.0,8323.0,5.685726
2024-10-03,191.603,17.0,5116.0,3.6044223
2024-10-04,340.099,17.0,10613.0,7.3216391
2024-10-05,278.351,18.0,7840.0,5.220633
2024-10-06,123.437,3.0,4256.0,2.850468
2024-10-07,258.373,18.0,7313.0,4.86568
2024-10-08,286.697,15.0,8942.0,5.9737
2024-10-09,266.927,16.0,7942.0,5.41284
2024-10-10,328.471,19.0,10852.0,7.443644
2024-10-11,228.826,5.0,8813.0,5.9014448
2024-10-12,217.99699999999999,16.0,6346.0,4.378004
2024-10-13,178.484,14.0,5382.0,3.62225
2024-10-14,228.524,17.0,6505.0,4.650479
2024-10-15,337.262,28.0,8414.0,5.7692746
2024-10-16,232.34,9.0,7468.0,5.293051
2024-10-17,202.212,9.0,6417.0,4.64068
2024-10-18,226.518,11.0,6875.0,5.041951
2024-10-19,192.929,13.0,5414.0,3.974573
2024-10-20,291.804,12.0,8396.0,6.172097
2024-10-21,148.525,7.0,4603.0,3.34973
2024-10-22,239.263,24.0,5738.0,4.24836
2024-10-23,157.167,9.0,4493.0,3.364508
2024-10-24,198.377,7.0,6561.0,4.65322
2024-10-25,49.142,3.0,1964.0,1.41025
2024-10-26,43.616,8.0,1678.0,1.19359
2024-10-27,92.017,7.0,3773.0,2.5870237
2024-10-28,99.205,9.0,3909.0,2.79051
2024-10-29,55.791,5.0,2366.0,1.632433
2024-10-30,149.57399999999998,12.0,4935.0,3.58599
2024-10-31,209.776,12.0,6712.0,4.773275
2024-11-01,225.534,13.0,6534.0,4.58678
2024-11-02,177.843,11.0,5946.0,4.23721
2024-11-03,256.755,20.0,6594.0,4.815894
2024-11-04,199.164,13.0,5525.0,4.10449
2024-11-05,229.869,21.0,5859.0,4.45637
2024-11-06,168.977,6.0,5433.0,3.944869
2024-11-07,230.841,10.0,6806.0,4.8441249
2024-11-08,208.947,12.0,5826.0,4.22384
2024-11-09,232.278,11.0,6733.0,4.966979
2024-11-10,178.286,15.0,4505.0,3.308818
2024-11-11,164.815,17.0,4629.0,3.38296
2024-11-12,220.452,13.0,5952.0,4.46957
2024-11-13,306.735,16.0,8637.0,6.35388
2024-11-14,205.549,9.0,6397.0,4.5640600000000004
2024-11-15,210.11,8.0,6912.0,5.03557
2024-11-16,232.085,15.0,6937.0,5.15898
2024-11-17,156.687,7.0,4880.0,3.4586041
2024-11-18,273.661,14.0,8183.0,5.935538
2024-11-19,218.495,21.0,6563.0,4.608605
2024-11-20,192.22,7.0,6675.0,4.83185
2024-11-21,102.239,8.0,2597.0,1.84623
2024-11-22,171.804,12.0,4649.0,3.490001
2024-11-23,189.06799999999998,13.0,5889.0,4.234481
2024-11-24,118.46,14.0,2815.0,2.00791
2024-11-25,177.666,8.0,5207.0,3.75225
2024-11-26,333.207,20.0,8595.0,6.52098
2024-11-27,179.625,6.0,5551.0,4.2026900000000005
2024-11-28,83.989,1.0,2472.0,2.0223
2024-11-29,78.069,1.0,3306.0,2.39616
2024-11-30,49.539,8.0,1570.0,1.15889
2024-12-01,86.857,9.0,3513.0,2.5817883
2024-12-02,221.777,16.0,7054.0,5.2078
2024-12-03,136.617,7.0,4341.0,3.13811
2024-12-04,190.054,15.0,5003.0,3.7565399999999998
2024-12-05,219.268,7.0,6513.0,5.01938
2024-12-06,179.628,4.0,6575.0,4.67458
2024-12-07,278.236,13.0,8049.0,6.01412
2024-12-08,154.06,8.0,4689.0,3.480483
2024-12-09,204.095,18.0,5568.0,3.95493
2024-12-10,141.415,14.0,3221.0,2.50892
2024-12-11,148.344,5.0,4711.0,3.43465
2024-12-12,314.64300000000003,15.0,9069.0,6.669907
2024-12-13,223.393,9.0,6370.0,4.68823
2024-12-14,179.173,18.0,4968.0,3.61388
2024-12-15,106.786,12.0,2410.0,1.76403
2024-12-16,150.779,4.0,5387.0,3.78647
2024-12-17,207.883,17.0,5408.0,4.00378
2024-12-18,145.436,6.0,4973.0,3.61149
2024-12-19,191.667,13.0,6869.0,5.122664
2024-12-20,75.063,6.0,2961.0,2.2182193
2024-12-21,100.566,5.0,3735.0,2.81826
2024-12-22,135.154,13.0,4749.0,3.59049
2024-12-23,216.004,19.0,7337.0,5.38614
2024-12-24,198.156,14.0,5220.0,3.75531
2024-12-25,302.808,21.0,8214.0,5.967232
2024-12-26,178.541,9.0,5608.0,3.87317
2024-12-27,148.765,12.0,4366.0,3.14898
2024-12-28,139.566,7.0,4294.0,3.2880000000000003
2024-12-29,171.735,9.0,5484.0,3.94884
2024-12-30,116.703,11.0,2941.0,2.13729
2024-12-31,186.072,22.0,4417.0,3.24596
2025-01-01,161.113,9.0,4760.0,3.5180100000000003
2025-01-02,153.009,4.0,5218.0,3.76092
2025-01-03,260.443,16.0,7284.0,5.45574
